AREA_ID,AREA_NAME,DISTRICT_ID,DISTRICT_NAME,LOCALE_KEY,LOCALE_NAME,FACILITY_TYPE,ADDRESS,CITY,STATE,ZIP_CODE,PLUS4_CODE,FAC_FACILITY_SUBTYPE,LOC_TYPE,Status,Comments,EditDate,DISTRICTID,STFIPS,STATE_ABBR,CDFIPS,NAME,LAST_NAME,PARTY,x,y
4B,NORTHEAST (B),020,GREATER BOSTON,V22245,NORTH QUINCY,POST_OFF,454 HANCOCK ST,QUINCY,MA,02171,9998,FIN_B,B,OPEN,,"3/15/2018, 10:00 AM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7906302.4147,5201882.215999998
4B,NORTHEAST (B),020,GREATER BOSTON,V22254,NORTH WEYMOUTH,POST_OFF,53 SEA ST,NORTH WEYMOUTH,MA,02191,9998,BRANCH,B,OPEN,,"6/15/2018, 9:00 AM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7897747.0666,5197380.4344
4B,NORTHEAST (B),020,GREATER BOSTON,V22334,QUINCY,POST_OFF,47 WASHINGTON ST,QUINCY,MA,02169,5301,BRANCH,B,OPEN,,"11/15/2018, 9:15 AM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7903879.546,5198632.645000003
4B,NORTHEAST (B),020,GREATER BOSTON,V22532,SOUTH WEYMOUTH,POST_OFF,84 PLEASANT ST,SOUTH WEYMOUTH,MA,02190,2413,FIN_B,B,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7898412.311799999,5187045.143600002
4B,NORTHEAST (B),020,GREATER BOSTON,V22822,WEYMOUTH,POST_OFF,103 WASHINGTON ST,WEYMOUTH,MA,02188,9998,BRANCH,B,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7899975.7941,5193718.888499998
4B,NORTHEAST (B),020,GREATER BOSTON,V22857,WOLLASTON,POST_OFF,5 BEACH ST,QUINCY,MA,02170,9998,BRANCH,B,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7905450.820599999,5201222.555100001
4B,NORTHEAST (B),020,GREATER BOSTON,V27525,GREENBUSH,POST_OFF,25 FORD RD,SCITUATE,MA,02066,9991,BRANCH,B,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7875554.635500001,5187673.325999998
4B,NORTHEAST (B),020,GREATER BOSTON,V27526,MINOT,POST_OFF,76 GLADES RD UNIT 1,SCITUATE,MA,02066,1242,BRANCH,B,OPEN,,"3/9/2018, 3:00 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7877170.3266,5197070.828400001
4B,NORTHEAST (B),020,GREATER BOSTON,V27527,NORTH SCITUATE,POST_OFF,357 GANNETT RD,SCITUATE,MA,02066,9992,BRANCH,B,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7879706.9638,5193853.568599999
4B,NORTHEAST (B),020,GREATER BOSTON,003699,MILK STREET,POST_OFF,31 MILK ST LBBY,BOSTON,MA,02109,9997,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7910159.078500001,5214556.467500001
4B,NORTHEAST (B),020,GREATER BOSTON,013149,BRAINTREE CARRIER ANNEX,POST_OFF,333 COMMERCE DR,BRAINTREE,MA,02184,9998,CARR_ANNX,4,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7900791.6546,5189766.3653
4B,NORTHEAST (B),020,GREATER BOSTON,001821,BRAINTREE PHANTOM,NON_FAC,333 COMMERCE DR,BRAINTREE,MA,02184,9998,PHANTOM_S,P,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7900791.6546,5189766.3653
4B,NORTHEAST (B),020,GREATER BOSTON,001822,MILTON PHANTOM,NON_FAC,499 ADAMS ST,MILTON,MA,02186,9998,PHANTOM_S,P,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7908398.560699999,5199757.474600002
4B,NORTHEAST (B),020,GREATER BOSTON,001774,QUINCY PHANTOM,NON_FAC,47 WASHINGTON ST,QUINCY,MA,02169,9998,PHANTOM_S,P,OPEN,,"9/26/2018, 9:10 AM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7903879.546,5198632.645000003
4B,NORTHEAST (B),020,GREATER BOSTON,001823,WEYMOUTH PHANTOM,NON_FAC,103 WASHINGTON ST,WEYMOUTH,MA,02188,9998,PHANTOM_S,P,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7899975.7941,5193718.888499998
4B,ATLANTIC,,,,,,,,,,,,,OPEN,,,,,,,,,,-7915455.604743215,5213226.380857513
4B,ATLANTIC,022,GREATER BOSTON,019298,KENMORE NEW,POST OFFICE,512 PARK DR,BOSTON,MA,02215,9998,FINANCE STATION,,OPEN,NEW LOCATION,"3/12/2021, 9:45 AM",,,MA,,,,,-7915455.272993377,5213225.551464709
4B,ATLANTIC,,,,,,,,,,,,,OPEN,,,,,,,,,,-7912333.877904625,5216294.18365423
4B,ATLANTIC,020,GREATER BOSTON,019091,KENDALL CAMBRIDGESIDE,POST OFFICE,91 1ST ST,CAMBRIDGE,MA,02141,1804,FINANCE STATION,,OPEN,NEW FACILITY,"3/12/2021, 10:15 AM",,,MA,,,,,-7912327.309097513,5216293.188395613
